model,mode,form,difficulty,count,main_metric,count_within1_acc,segment_f1@0.5,mean_best_tIoU,bbox_acc@50iou,self_temporal_loc_f1@0.5,self_temporal_loc_mean_tIoU
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,medium,549,0.4116575591985428,0.7923497267759563,0.5178165537632832,0.43018992232897946,,,
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.034678353337544744,0.05515330657038442,,,
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-27B-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,easy,75,0.13333333333333333,,,,,0.2054794520547945,0.2627820397298712
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,medium,459,0.23093681917211328,,,,,0.21541950113378686,0.22367144582280865
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,hard,7,0.14285714285714285,,,,,0.2857142857142857,0.3988105337575115
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.3077785337663928,,,,,0.7952439193650045,0.7494535533554759
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.2262482995837299,,,,,0.3323074319037505,0.2955606283051758
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.13333333333333333,,,,,0.5714285714285714,0.4977497363068905
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,easy,463,0.6004319654427646,0.9913606911447084,0.5373036512530815,0.5675115052852227,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5027322404371585,0.7777777777777778,0.47340421699676555,0.4270446990259654,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.029891304347826095,0.04187232985552258,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-35B-A3B-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,easy,63,0.1111111111111111,,,,,0.031746031746031744,0.04020500021148438
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,medium,451,0.04434589800443459,,,,,0.015521064301552107,0.020199876123138033
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,hard,6,0.0,,,,,0.0,0.0
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.2879805481065873,,,,,0.3691735183664042,0.4236983677107875
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.21363683825832727,,,,,0.24555502966500764,0.1993088012203053
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.125,,,,,0.041666666666666664,0.0972238390358643
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,easy,463,0.4298056155507559,0.9935205183585313,0.2906255216778583,0.423246750357438,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,medium,549,0.39162112932604737,0.75591985428051,0.13596314977535975,0.23465981902693334,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.011111111111111113,0.047925376944278335,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-397B-A17B-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,easy,76,0.05263157894736842,,,,,0.02631578947368421,0.029726205997392438
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,medium,453,0.06622516556291391,,,,,0.011037527593818985,0.01210194902423623
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,hard,5,0.0,,,,,0.0,0.0
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.16317583849490386,,,,,0.056838997184022744,0.05141310871494044
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.03225228651185349,,,,,0.006463364474998532,0.007515973925119971
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.21875000000000003,,,,,0.08333333333333333,0.0821287779237845
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,easy,463,0.08423326133909287,1.0,0.448397892654569,0.6332593637707514,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5610200364298725,0.8178506375227687,0.44846222776193534,0.4346635670579051,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.00980392156862745,0.042369118584375566,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-4B-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,easy,80,0.05,,,,,0.0375,0.06081512238970938
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,medium,461,0.10845986984815618,,,,,0.11387253382914987,0.12039888112534256
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,hard,6,0.0,,,,,0.0,0.0
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.32740042343513237,,,,,0.8398572815523503,0.7694167832778216
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.22915304582253757,,,,,0.3213376793943665,0.2956598130841244
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.08333333333333333,,,,,0.6122448979591836,0.5463801070561941
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,easy,463,0.5118790496760259,0.9935205183585313,0.38735169679576315,0.4475002245309629,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5136612021857924,0.8087431693989071,0.29860007775663266,0.3075022691609035,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.020964360587002098,0.05899979247447303,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
Qwen/Qwen3.5-9B-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,easy,122,0.11475409836065574,,,,,0.0,0.028335774349437015
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,medium,472,0.3919491525423729,,,,,0.0,0.03289685908028718
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,hard,5,0.0,,,,,0.0,0.0
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceOm-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.1914278412251382,,,,,0.17923963673267582,0.194592521524035
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.33667176840067425,,,,,0.16014438473852766,0.09551033443142007
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.26515151515151514,,,,,0.03333333333333333,0.05559249169394281
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceOm-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,easy,463,0.04319654427645788,1.0,0.2713836369026307,0.46008344391222383,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5664845173041895,0.8269581056466302,0.08749367299235235,0.24874477648752358,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.040673391271974224,0.0763018363085705,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceOm-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceOm-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceOm-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceR-Instant,single-landmark,self_composite_instance_recognition,easy,144,0.125,,,,,0.0,0.03466027055125281
SpaceR-Instant,single-landmark,self_composite_instance_recognition,medium,480,0.27291666666666664,,,,,0.0,0.023341693587921312
SpaceR-Instant,single-landmark,self_composite_instance_recognition,hard,6,0.3333333333333333,,,,,0.0,0.017571820799571418
SpaceR-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceR-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceR-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceR-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.2251764059752063,,,,,0.1736984022644648,0.19265241037720393
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.2916661342737521,,,,,0.13763632999869138,0.09624293896930293
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.4460784313725491,,,,,0.041666666666666664,0.05474240727885219
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceR-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,easy,463,0.06911447084233262,1.0,0.22216982466730173,0.39205838708012924,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5701275045537341,0.8142076502732241,0.10517407841809741,0.2414517937189748,,,
