model,mode,form,difficulty,count,main_metric,count_within1_acc,segment_f1@0.5,mean_best_tIoU,bbox_acc@50iou,self_temporal_loc_f1@0.5,self_temporal_loc_mean_tIoU
SpaceR-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.032617671345995046,0.07011427180393053,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceR-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceR-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceR-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceR-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,easy,94,0.07446808510638298,,,,,0.0,0.01544262625029309
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,medium,460,0.21521739130434783,,,,,0.0,0.016427142458962117
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,hard,5,0.0,,,,,0.0,0.0
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.19021725320797864,,,,,0.18272712481376677,0.20006977015748423
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.24973437380040583,,,,,0.18337078105464327,0.09332307973737683
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.3125,,,,,0.041666666666666664,0.06719722630109871
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceThinker-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,easy,463,0.1490280777537797,0.9006479481641468,0.2065778399699855,0.35969232590207684,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5027322404371585,0.7704918032786885,0.0790447589783755,0.20043784611030005,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.05228867990535425,0.06506463758206972,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceThinker-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
SpaceThinker-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
SpaceThinker-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,easy,59,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,medium,448,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,hard,5,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.0,,,,,0.0,0.0
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
VST-7B-RL-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,easy,463,0.16630669546436286,0.5701943844492441,0.0,0.0,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,medium,549,0.28415300546448086,0.4936247723132969,0.0,0.0,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.0,0.0,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
VST-7B-RL-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
VST-7B-RL-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,easy,59,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,medium,448,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,hard,5,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.0,,,,,0.0,0.0
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,easy,463,0.19438444924406048,0.7041036717062635,0.04831778406181114,0.11045370706951135,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,medium,549,0.273224043715847,0.5482695810564663,0.035081739999772786,0.057808614593382046,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.005747126436781609,0.017556010727520718,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
VST-7B-SFT-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
VST-7B-SFT-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,easy,187,0.026737967914438502,,,,,0.0,0.012334428945210398
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,medium,479,0.05845511482254697,,,,,0.0,0.005610763092933097
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,hard,8,0.375,,,,,0.0,0.034365551399296396
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
ViLaSR-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.15340828808461676,,,,,0.06659612979949459,0.10200394146779154
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.0475998100543613,,,,,0.0072100789313904075,0.01825776645419834
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.16666666666666666,,,,,0.0,0.024634698962495122
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
ViLaSR-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,easy,463,0.2958963282937365,0.9978401727861771,0.15334094027194806,0.2782686080462026,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,medium,549,0.4207650273224044,0.7887067395264117,0.0591502363412184,0.14906589191805963,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.0,0.02371833927309411,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
ViLaSR-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
ViLaSR-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
ViLaSR-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,easy,105,0.3142857142857143,,,,,0.0,0.09972027802407535
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,medium,459,0.32461873638344224,,,,,0.015555555555555555,0.06027845545983893
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,hard,7,0.42857142857142855,,,,,0.0,0.0285007825482053
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.2434944296696381,,,,,0.2460527418429904,0.30067194135179287
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.41453342897679546,,,,,0.19402268750343032,0.1664878719241237
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.16666666666666666,,,,,0.041666666666666664,0.08956044840678871
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
glm-4.6v-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,easy,463,0.04535637149028078,0.9913606911447084,0.2694462140870457,0.45843139744104194,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,medium,549,0.5446265938069217,0.7996357012750456,0.08422306422858059,0.24231857826318823,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.0,0.040673391271974224,0.0763018363085705,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
glm-4.6v-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
glm-4.6v-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
glm-4.6v-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,easy,112,0.125,,,,,0.16071428571428573,0.29192721334718313
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,medium,467,0.5867237687366167,,,,,0.6102783725910065,0.6078806821108035
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,hard,7,0.14285714285714285,,,,,0.14285714285714285,0.1994550408719346
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,easy,463,0.40514253666336536,,,,,0.7600693847790438,0.6628716257338202
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,medium,549,0.30672528672208277,,,,,0.32896403508285005,0.30205619289296076
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,hard,12,0.17857142857142858,,,,,0.5333333333333333,0.4031364447627748
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,easy,463,0.6868250539956804,0.8768898488120951,0.43390579355061804,0.4869686201604249,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,medium,549,0.44990892531876137,0.7868852459016393,0.4691205023827447,0.41421601760955584,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,hard,12,0.0,0.08333333333333333,0.0982853913181782,0.07722652232456521,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,single-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,easy,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,medium,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,hard,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,easy,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,medium,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,self_atomic_instance_recognition,6+,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,easy,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,medium,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,hard,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,1,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,2-3,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,4-5,0,,,,,,,
google/gemini-3-flash-preview-Instant,multi-landmark,env_visibility_reasoning,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,easy,13,0.0,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,medium,73,0.0,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,2-3,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,4-5,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_composite_instance_recognition,6+,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,easy,83,0.0,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,medium,89,0.0,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,hard,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,1,0,,,,,,,
google/gemini-3.1-flash-lite-Instant,single-landmark,self_atomic_instance_recognition,2-3,0,,,,,,,
